Date,co2,no2,sootA,sootM
494167385,336,39,15,150
494167386,394,30,14,146
494167387,310,41,13,205
494167388,242,43,12,160
494167389,114,34,12,295
494167390,472,31,17,347
494167391,161,35,16,245
494167392,422,34,14,48
494167393,73,35,18,194
494167394,240,34,21,285
494167395,128,32,13,300
494167396,144,32,19,288
494167397,294,37,14,281
494167398,56,45,25,364
494167399,248,30,13,183
494167400,47,39,23,98
494167401,19,45,20,435
494167402,370,39,14,37
494167403,424,40,21,302
494167404,463,41,17,140
494167405,24,31,17,225
494167406,358,45,17,438
494167407,411,42,15,40
494167408,271,34,23,49
494167409,116,41,20,412
494167410,284,43,25,469
494167411,396,37,24,53
494167412,1,35,12,246
494167413,473,40,21,181
494167414,200,32,17,73
494167415,237,35,12,441
494167416,100,42,17,303
494167417,336,39,15,150
494167418,394,30,14,146
494167419,310,41,13,205
494167420,242,43,12,160
494167421,114,34,12,295
494167422,472,31,17,347
494167423,161,35,16,245
494167424,422,34,14,48
494167425,73,35,18,194
494167426,240,34,21,285
494167427,128,32,13,300
494167428,144,32,19,288
494167429,294,37,14,281
494167430,56,45,25,364
494167431,248,30,13,183
494167432,47,39,23,98
494167433,19,45,20,435
494167434,370,39,14,37
494167435,424,40,21,302
494167436,463,41,17,140
494167437,24,31,17,225
494167438,358,45,17,438
494167439,411,42,15,40
494167440,271,34,23,49
494167441,116,41,20,412
494167442,284,43,25,469
494167443,396,37,24,53
494167444,1,35,12,246
494167445,473,40,21,181
494167446,200,32,17,73
494167447,237,35,12,441
494167448,100,42,17,303
494167449,336,39,15,150
494167450,394,30,14,146
494167451,310,41,13,205
494167452,242,43,12,160
494167453,114,34,12,295
494167454,472,31,17,347
494167455,161,35,16,245
494167456,422,34,14,48
494167457,73,35,18,194
494167458,240,34,21,285
494167459,128,32,13,300
494167460,144,32,19,288
494167461,294,37,14,281
494167462,56,45,25,364
494167463,248,30,13,183
494167464,47,39,23,98
494167465,19,45,20,435
494167466,370,39,14,37
494167467,424,40,21,302
494167468,463,41,17,140
494167469,24,31,17,225
494167470,358,45,17,438
494167471,411,42,15,40
494167472,271,34,23,49
494167473,116,41,20,412
494167474,284,43,25,469
494167475,396,37,24,53
494167476,1,35,12,246
494167477,473,40,21,181
494167478,200,32,17,73
494167479,237,35,12,441
494167480,100,42,17,303
494167481,336,39,15,150
494167482,394,30,14,146
494167483,310,41,13,205
494167484,242,43,12,160
494167485,114,34,12,295
494167486,472,31,17,347
494167487,161,35,16,245
494167488,422,34,14,48
494167489,73,35,18,194
494167490,240,34,21,285
494167491,128,32,13,300
494167492,144,32,19,288
494167493,294,37,14,281
494167494,56,45,25,364
494167495,248,30,13,183
494167496,47,39,23,98
494167497,19,45,20,435
494167498,370,39,14,37
494167499,424,40,21,302
494167500,463,41,17,140
494167501,24,31,17,225
494167502,358,45,17,438
494167503,411,42,15,40
494167504,271,34,23,49
494167505,116,41,20,412
494167506,284,43,25,469
494167507,396,37,24,53
494167508,1,35,12,246
494167509,473,40,21,181
494167510,200,32,17,73
494167511,237,35,12,441
494167512,100,42,17,303
494167513,336,39,15,150
494167514,394,30,14,146
494167515,310,41,13,205
494167516,242,43,12,160
494167517,114,34,12,295
494167518,472,31,17,347
494167519,161,35,16,245
494167520,422,34,14,48
494167521,73,35,18,194
494167522,240,34,21,285
494167523,128,32,13,300
494167524,144,32,19,288
494167525,294,37,14,281
494167526,56,45,25,364
494167527,248,30,13,183
494167528,47,39,23,98
494167529,19,45,20,435
494167530,370,39,14,37
494167531,424,40,21,302
494167532,463,41,17,140
494167533,24,31,17,225
494167534,358,45,17,438
494167535,411,42,15,40
494167536,271,34,23,49
494167537,116,41,20,412
494167538,284,43,25,469
494167539,396,37,24,53
494167540,1,35,12,246
494167541,473,40,21,181
494167542,200,32,17,73
494167543,237,35,12,441
494167544,100,42,17,303
494167545,336,39,15,150
494167546,394,30,14,146
494167547,310,41,13,205
494167548,242,43,12,160
494167549,114,34,12,295
494167550,472,31,17,347
494167551,161,35,16,245
494167552,422,34,14,48
494167553,73,35,18,194
494167554,240,34,21,285
494167555,128,32,13,300
494167556,144,32,19,288
494167557,294,37,14,281
494167558,56,45,25,364
494167559,248,30,13,183
494167560,47,39,23,98
494167561,19,45,20,435
494167562,370,39,14,37
494167563,424,40,21,302
494167564,463,41,17,140
494167565,24,31,17,225
494167566,358,45,17,438
494167567,411,42,15,40
494167568,271,34,23,49
494167569,116,41,20,412
494167570,284,43,25,469
494167571,396,37,24,53
494167572,1,35,12,246
494167573,473,40,21,181
494167574,200,32,17,73
494167575,237,35,12,441
494167576,100,42,17,303
494167577,336,39,15,150
494167578,394,30,14,146
494167579,310,41,13,205
494167580,242,43,12,160
494167581,114,34,12,295
494167582,472,31,17,347
494167583,161,35,16,245
494167584,422,34,14,48
494167585,73,35,18,194
494167586,240,34,21,285
494167587,128,32,13,300
494167588,144,32,19,288
494167589,294,37,14,281
494167590,56,45,25,364
494167591,248,30,13,183
494167592,47,39,23,98
494167593,19,45,20,435
494167594,370,39,14,37
494167595,424,40,21,302
494167596,463,41,17,140
494167597,24,31,17,225
494167598,358,45,17,438
494167599,411,42,15,40
494167600,271,34,23,49
494167601,116,41,20,412
494167602,284,43,25,469
494167603,396,37,24,53
494167604,1,35,12,246
494167605,473,40,21,181
494167606,200,32,17,73
494167607,237,35,12,441
494167608,100,42,17,303
494167609,336,39,15,150
494167610,394,30,14,146
494167611,310,41,13,205
494167612,242,43,12,160
494167613,114,34,12,295
494167614,472,31,17,347
494167615,161,35,16,245
494167616,422,34,14,48
494167617,73,35,18,194
494167618,240,34,21,285
494167619,128,32,13,300
494167620,144,32,19,288
494167621,294,37,14,281
494167622,56,45,25,364
494167623,248,30,13,183
494167624,47,39,23,98
494167625,19,45,20,435
494167626,370,39,14,37
494167627,424,40,21,302
494167628,463,41,17,140
494167629,24,31,17,225
494167630,358,45,17,438
494167631,411,42,15,40
494167632,271,34,23,49
494167633,116,41,20,412
494167634,284,43,25,469
494167635,396,37,24,53
494167636,1,35,12,246
494167637,473,40,21,181
494167638,200,32,17,73
494167639,237,35,12,441
494167640,100,42,17,303
494167641,336,39,15,150
494167642,394,30,14,146
494167643,310,41,13,205
494167644,242,43,12,160
494167645,114,34,12,295
494167646,472,31,17,347
494167647,161,35,16,245
494167648,422,34,14,48
494167649,73,35,18,194
494167650,240,34,21,285
494167651,128,32,13,300
494167652,144,32,19,288
494167653,294,37,14,281
494167654,56,45,25,364
494167655,248,30,13,183
494167656,47,39,23,98
494167657,19,45,20,435
494167658,370,39,14,37
494167659,424,40,21,302
494167660,463,41,17,140
494167661,24,31,17,225
494167662,358,45,17,438
494167663,411,42,15,40
494167664,271,34,23,49
494167665,116,41,20,412
494167666,284,43,25,469
494167667,396,37,24,53
494167668,1,35,12,246
494167669,473,40,21,181
494167670,200,32,17,73
494167671,237,35,12,441
494167672,100,42,17,303
494167673,336,39,15,150
494167674,394,30,14,146
494167675,310,41,13,205
494167676,242,43,12,160
494167677,114,34,12,295
494167678,472,31,17,347
494167679,161,35,16,245
494167680,422,34,14,48
494167681,73,35,18,194
494167682,240,34,21,285
494167683,128,32,13,300
494167684,144,32,19,288
494167685,294,37,14,281
494167686,56,45,25,364
494167687,248,30,13,183
494167688,47,39,23,98
494167689,19,45,20,435
494167690,370,39,14,37
494167691,424,40,21,302
494167692,463,41,17,140
494167693,24,31,17,225
494167694,358,45,17,438
494167695,411,42,15,40
494167696,271,34,23,49
494167697,116,41,20,412
494167698,284,43,25,469
494167699,396,37,24,53
494167700,1,35,12,246
494167701,473,40,21,181
494167702,200,32,17,73
494167703,237,35,12,441
494167704,100,42,17,303
494167705,336,39,15,150
494167706,394,30,14,146
494167707,310,41,13,205
494167708,242,43,12,160
494167709,114,34,12,295
494167710,472,31,17,347
494167711,161,35,16,245
494167712,422,34,14,48
494167713,73,35,18,194
494167714,240,34,21,285
494167715,128,32,13,300
494167716,144,32,19,288
494167717,294,37,14,281
494167718,56,45,25,364
494167719,248,30,13,183
494167720,47,39,23,98
494167721,19,45,20,435
494167722,370,39,14,37
494167723,424,40,21,302
494167724,463,41,17,140
494167725,24,31,17,225
494167726,358,45,17,438
494167727,411,42,15,40
494167728,271,34,23,49
494167729,116,41,20,412
494167730,284,43,25,469
494167731,396,37,24,53
494167732,1,35,12,246
494167733,473,40,21,181
494167734,200,32,17,73
494167735,237,35,12,441
494167736,100,42,17,303
494167737,336,39,15,150
494167738,394,30,14,146
494167739,310,41,13,205
494167740,242,43,12,160
494167741,114,34,12,295
494167742,472,31,17,347
494167743,161,35,16,245
494167744,422,34,14,48
494167745,73,35,18,194
494167746,240,34,21,285
494167747,128,32,13,300
494167748,144,32,19,288
494167749,294,37,14,281
494167750,56,45,25,364
494167751,248,30,13,183
494167752,47,39,23,98
494167753,19,45,20,435
494167754,370,39,14,37
494167755,424,40,21,302
494167756,463,41,17,140
494167757,24,31,17,225
494167758,358,45,17,438
494167759,411,42,15,40
494167760,271,34,23,49
494167761,116,41,20,412
494167762,284,43,25,469
494167763,396,37,24,53
494167764,1,35,12,246
494167765,473,40,21,181
494167766,200,32,17,73
494167767,237,35,12,441
494167768,100,42,17,303
494167769,336,39,15,150
494167770,394,30,14,146
494167771,310,41,13,205
494167772,242,43,12,160
494167773,114,34,12,295
494167774,472,31,17,347
494167775,161,35,16,245
494167776,422,34,14,48
494167777,73,35,18,194
494167778,240,34,21,285
494167779,128,32,13,300
494167780,144,32,19,288
494167781,294,37,14,281
494167782,56,45,25,364
494167783,248,30,13,183
494167784,47,39,23,98
494167785,19,45,20,435
494167786,370,39,14,37
494167787,424,40,21,302
494167788,463,41,17,140
494167789,24,31,17,225
494167790,358,45,17,438
494167791,411,42,15,40
494167792,271,34,23,49
494167793,116,41,20,412
494167794,284,43,25,469
494167795,396,37,24,53
494167796,1,35,12,246
494167797,473,40,21,181
494167798,200,32,17,73
494167799,237,35,12,441
494167800,100,42,17,303
494167801,336,39,15,150
494167802,394,30,14,146
494167803,310,41,13,205
494167804,242,43,12,160
494167805,114,34,12,295
494167806,472,31,17,347
494167807,161,35,16,245
494167808,422,34,14,48
494167809,73,35,18,194
494167810,240,34,21,285
494167811,128,32,13,300
494167812,144,32,19,288
494167813,294,37,14,281
494167814,56,45,25,364
494167815,248,30,13,183
494167816,47,39,23,98
494167817,19,45,20,435
494167818,370,39,14,37
494167819,424,40,21,302
494167820,463,41,17,140
494167821,24,31,17,225
494167822,358,45,17,438
494167823,411,42,15,40
494167824,271,34,23,49
494167825,116,41,20,412
494167826,284,43,25,469
494167827,396,37,24,53
494167828,1,35,12,246
494167829,473,40,21,181
494167830,200,32,17,73
494167831,237,35,12,441
494167832,100,42,17,303
494167833,336,39,15,150
494167834,394,30,14,146
494167835,310,41,13,205
494167836,242,43,12,160
494167837,114,34,12,295
494167838,472,31,17,347
494167839,161,35,16,245
494167840,422,34,14,48
494167841,73,35,18,194
494167842,240,34,21,285
494167843,128,32,13,300
494167844,144,32,19,288
494167845,294,37,14,281
494167846,56,45,25,364
494167847,248,30,13,183
494167848,47,39,23,98
494167849,19,45,20,435
494167850,370,39,14,37
494167851,424,40,21,302
494167852,463,41,17,140
494167853,24,31,17,225
494167854,358,45,17,438
494167855,411,42,15,40
494167856,271,34,23,49
494167857,116,41,20,412
494167858,284,43,25,469
494167859,396,37,24,53
494167860,1,35,12,246
494167861,473,40,21,181
494167862,200,32,17,73
494167863,237,35,12,441
494167864,100,42,17,303
494167865,336,39,15,150
494167866,394,30,14,146
494167867,310,41,13,205
494167868,242,43,12,160
494167869,114,34,12,295
494167870,472,31,17,347
494167871,161,35,16,245
494167872,422,34,14,48
494167873,73,35,18,194
494167874,240,34,21,285
494167875,128,32,13,300
494167876,144,32,19,288
494167877,294,37,14,281
494167878,56,45,25,364
494167879,248,30,13,183
494167880,47,39,23,98
494167881,19,45,20,435
494167882,370,39,14,37
494167883,424,40,21,302
494167884,463,41,17,140
494167885,24,31,17,225
494167886,358,45,17,438
494167887,411,42,15,40
494167888,271,34,23,49
494167889,116,41,20,412
494167890,284,43,25,469
494167891,396,37,24,53
494167892,1,35,12,246
494167893,473,40,21,181
494167894,200,32,17,73
494167895,237,35,12,441
494167896,100,42,17,303
494167897,336,39,15,150
494167898,394,30,14,146
494167899,310,41,13,205
494167900,242,43,12,160
494167901,114,34,12,295
494167902,472,31,17,347
494167903,161,35,16,245
494167904,422,34,14,48
494167905,73,35,18,194
494167906,240,34,21,285
494167907,128,32,13,300
494167908,144,32,19,288
494167909,294,37,14,281
494167910,56,45,25,364
494167911,248,30,13,183
494167912,47,39,23,98
494167913,19,45,20,435
494167914,370,39,14,37
494167915,424,40,21,302
494167916,463,41,17,140
494167917,24,31,17,225
494167918,358,45,17,438
494167919,411,42,15,40
494167920,271,34,23,49
494167921,116,41,20,412
494167922,284,43,25,469
494167923,396,37,24,53
494167924,1,35,12,246
494167925,473,40,21,181
494167926,200,32,17,73
494167927,237,35,12,441
494167928,100,42,17,303
494167929,336,39,15,150
494167930,394,30,14,146
494167931,310,41,13,205
494167932,242,43,12,160
494167933,114,34,12,295
494167934,472,31,17,347
494167935,161,35,16,245
494167936,422,34,14,48
494167937,73,35,18,194
494167938,240,34,21,285
494167939,128,32,13,300
494167940,144,32,19,288
494167941,294,37,14,281
494167942,56,45,25,364
494167943,248,30,13,183
494167944,47,39,23,98
494167945,19,45,20,435
494167946,370,39,14,37
494167947,424,40,21,302
494167948,463,41,17,140
494167949,24,31,17,225
494167950,358,45,17,438
494167951,411,42,15,40
494167952,271,34,23,49
494167953,116,41,20,412
494167954,284,43,25,469
494167955,396,37,24,53
494167956,1,35,12,246
494167957,473,40,21,181
494167958,200,32,17,73
494167959,237,35,12,441
494167960,100,42,17,303
494167961,336,39,15,150
494167962,394,30,14,146
494167963,310,41,13,205
494167964,242,43,12,160
494167965,114,34,12,295
494167966,472,31,17,347
494167967,161,35,16,245
494167968,422,34,14,48
494167969,73,35,18,194
494167970,240,34,21,285
494167971,128,32,13,300
494167972,144,32,19,288
494167973,294,37,14,281
494167974,56,45,25,364
494167975,248,30,13,183
494167976,47,39,23,98
494167977,19,45,20,435
494167978,370,39,14,37
494167979,424,40,21,302
494167980,463,41,17,140
494167981,24,31,17,225
494167982,358,45,17,438
494167983,411,42,15,40
494167984,271,34,23,49
494167985,116,41,20,412
494167986,284,43,25,469
494167987,396,37,24,53
494167988,1,35,12,246
494167989,473,40,21,181
494167990,200,32,17,73
494167991,237,35,12,441
494167992,100,42,17,303
494167993,336,39,15,150
494167994,394,30,14,146
494167995,310,41,13,205
494167996,242,43,12,160
494167997,114,34,12,295
494167998,472,31,17,347
494167999,161,35,16,245
494168000,422,34,14,48
494168001,73,35,18,194
494168002,240,34,21,285
494168003,128,32,13,300
494168004,144,32,19,288
494168005,294,37,14,281
494168006,56,45,25,364
494168007,248,30,13,183
494168008,47,39,23,98
494168009,19,45,20,435
494168010,370,39,14,37
494168011,424,40,21,302
494168012,463,41,17,140
494168013,24,31,17,225
494168014,358,45,17,438
494168015,411,42,15,40
494168016,271,34,23,49
494168017,116,41,20,412
494168018,284,43,25,469
494168019,396,37,24,53
494168020,1,35,12,246
494168021,473,40,21,181
494168022,200,32,17,73
494168023,237,35,12,441
494168024,100,42,17,303
494168025,336,39,15,150
494168026,394,30,14,146
494168027,310,41,13,205
494168028,242,43,12,160
494168029,114,34,12,295
494168030,472,31,17,347
494168031,161,35,16,245
494168032,422,34,14,48
494168033,73,35,18,194
494168034,240,34,21,285
494168035,128,32,13,300
494168036,144,32,19,288
494168037,294,37,14,281
494168038,56,45,25,364
494168039,248,30,13,183
494168040,47,39,23,98
494168041,19,45,20,435
494168042,370,39,14,37
494168043,424,40,21,302
494168044,463,41,17,140
494168045,24,31,17,225
494168046,358,45,17,438
494168047,411,42,15,40
494168048,271,34,23,49
494168049,116,41,20,412
494168050,284,43,25,469
494168051,396,37,24,53
494168052,1,35,12,246
494168053,473,40,21,181
494168054,200,32,17,73
494168055,237,35,12,441
494168056,100,42,17,303
494168057,336,39,15,150
494168058,394,30,14,146
494168059,310,41,13,205
494168060,242,43,12,160
494168061,114,34,12,295
494168062,472,31,17,347
494168063,161,35,16,245
494168064,422,34,14,48
494168065,73,35,18,194
494168066,240,34,21,285
494168067,128,32,13,300
494168068,144,32,19,288
494168069,294,37,14,281
494168070,56,45,25,364
494168071,248,30,13,183
494168072,47,39,23,98
494168073,19,45,20,435
494168074,370,39,14,37
494168075,424,40,21,302
494168076,463,41,17,140
494168077,24,31,17,225
494168078,358,45,17,438
494168079,411,42,15,40
494168080,271,34,23,49
494168081,116,41,20,412
494168082,284,43,25,469
494168083,396,37,24,53
494168084,1,35,12,246
494168085,473,40,21,181
494168086,200,32,17,73
494168087,237,35,12,441
494168088,100,42,17,303
494168089,336,39,15,150
494168090,394,30,14,146
494168091,310,41,13,205
494168092,242,43,12,160
494168093,114,34,12,295
494168094,472,31,17,347
494168095,161,35,16,245
494168096,422,34,14,48
494168097,73,35,18,194
494168098,240,34,21,285
494168099,128,32,13,300
494168100,144,32,19,288
494168101,294,37,14,281
494168102,56,45,25,364
494168103,248,30,13,183
494168104,47,39,23,98
494168105,19,45,20,435
494168106,370,39,14,37
494168107,424,40,21,302
494168108,463,41,17,140
494168109,24,31,17,225
494168110,358,45,17,438
494168111,411,42,15,40
494168112,271,34,23,49
494168113,116,41,20,412
494168114,284,43,25,469
494168115,396,37,24,53
494168116,1,35,12,246
494168117,473,40,21,181
494168118,200,32,17,73
494168119,237,35,12,441
494168120,100,42,17,303
494168121,336,39,15,150
494168122,394,30,14,146
494168123,310,41,13,205
494168124,242,43,12,160
494168125,114,34,12,295
494168126,472,31,17,347
494168127,161,35,16,245
494168128,422,34,14,48
494168129,73,35,18,194
